time,adc
0.0,-1.0404873546578441
0.0027785495971103086,-1.1612983954735627
0.005557099194220617,-1.2222522669452238
0.008335648791330925,-1.106496931952013
0.011114198388441235,-0.927630149965915
0.013892747985551544,-1.0349537206856578
0.01667129758266185,-0.9045794559761275
0.01944984717977216,-0.6507182914117078
0.02222839677688247,-0.9297750194118948
0.025006946373992776,-0.8436372933084486
0.027785495971103087,-0.5984852522935952
0.030564045568213394,-0.6327167013427271
0.0333425951653237,-0.7726498891212251
0.03612114476243401,-0.6519484295700173
0.03889969435954432,-0.6202209937503598
0.04167824395665463,-0.501727118697043
0.04445679355376494,-0.43147346613583676
0.04723534315087525,-0.5882773171767599
0.05001389274798555,-0.7078875907556726
0.052792442345095864,-0.430122136448481
0.055570991942206174,-0.5359138502720663
0.05834954153931648,-0.42509447757351226
0.06112809113642679,-0.5527726186922796
0.06390664073353709,-0.3860683033988385
0.0666851903306474,-0.41850768167468594
0.06946373992775771,-0.3440307861174694
0.07224228952486803,-0.3926956399980566
0.07502083912197834,-0.28031069060699193
0.07779938871908865,-0.3079049879484167
0.08057793831619894,-0.3192350351127047
0.08335648791330925,-0.29629497195067617
0.08613503751041957,-0.23677914694256996
0.08891358710752988,-0.21787414364823282
0.09169213670464019,-0.17101399088190278
0.0944706863017505,-0.07104168484278767
0.09724923589886081,-0.1870577614703202
0.1000277854959711,-0.07466977219994797
0.10280633509308142,-0.1724702984692641
0.10558488469019173,-0.13065423430930972
0.10836343428730204,-0.16626370291301473
0.11114198388441235,-0.12733764860850444
0.11392053348152266,-0.15922273786557356
0.11669908307863296,-0.054929369580913254
0.11947763267574327,0.023435006693318286
0.12225618227285358,-0.04754533643496425
0.1250347318699639,0.0034967663584113302
0.12781328146707419,0.0585148816678725
0.1305918310641845,0.05405747770514906
0.1333703806612948,0.03813889025928468
0.13614893025840513,0.20109072103181466
0.13892747985551543,0.0756502015848273
0.14170602945262575,0.2696117612544995
0.14448457904973605,0.26490810253419433
0.14726312864684635,0.13310427826381507
0.15004167824395667,0.2805320358892577
0.15282022784106697,0.2901168811539011
0.1555987774381773,0.39108026827080866
0.1583773270352876,0.31489433720012533
0.1611558766323979,0.4608935006725574
0.1639344262295082,0.6296025987715059
0.1667129758266185,0.3644570783904501
0.16949152542372883,0.47450034584345857
0.17227007502083913,0.5286277657318966
0.17504862461794946,0.6374933725201509
